Product,Subscribers From,Subscribers To,Level 0,Level 1,Level 2,Level 3,Level 4,Level 5
[Unlimited] Manufacturing Cloud - Sales,500,999,25.00%,44.00%,52.00%,60.00%,65.00%,>65.00%
[Unlimited] Manufacturing Cloud - Sales,1000,1999,30.00%,45.00%,59.00%,66.00%,71.00%,>71.00%
[Unlimited] Manufacturing Cloud - Sales,2000,2999,30.00%,48.00%,62.00%,72.00%,79.00%,>79.00%
[Unlimited] Manufacturing Cloud - Sales,3000,4999,30.00%,50.00%,65.00%,75.00%,80.00%,>80.00%
[Unlimited] Manufacturing Cloud - Sales,5000,7499,35.00%,52.00%,66.00%,77.00%,82.00%,>82.00%
[Unlimited] Manufacturing Cloud - Sales,7500,1000000000,36.00%,52.00%,67.00%,78.00%,83.00%,>83.00%
[Unlimited] Sales Cloud (Emerging Market),1,9,44.00%,51.00%,56.00%,59.00%,66.00%,>66.00%
[Unlimited] Sales Cloud (Emerging Market),10,24,46.00%,52.00%,57.00%,61.00%,66.00%,>66.00%
[Unlimited] Sales Cloud (Emerging Market),25,49,48.00%,52.00%,57.00%,61.00%,66.00%,>66.00%
[Unlimited] Sales Cloud (Emerging Market),50,99,49.00%,53.00%,58.00%,62.00%,68.00%,>68.00%
[Unlimited] Sales Cloud (Emerging Market),100,199,51.00%,58.00%,64.00%,67.00%,70.00%,>70.00%
[Unlimited] Sales Cloud (Emerging Market),200,499,51.00%,61.00%,69.00%,76.00%,79.00%,>79.00%
[Unlimited] Sales Cloud (Emerging Market),500,999,51.00%,64.00%,71.00%,81.00%,85.00%,>85.00%
[Unlimited] Sales Cloud (Emerging Market),1000,999999999,,,,,,>0.00%
"[Essentials, Professional, Enterprise, Unlimited] Salesforce Spiff - Premium Support",1,999999999,20.00%,35.00%,38.00%,40.00%,,>40.00%
"[Enterprise, Unlimited] Partner Relationship Management",1,10,0.00%,0.00%,15.00%,31.00%,,>31.00%
"[Enterprise, Unlimited] Partner Relationship Management",11,20,1.00%,20.00%,34.00%,>34.00%,,
"[Enterprise, Unlimited] Partner Relationship Management",21,40,9.00%,23.00%,40.00%,>40.00%,,
"[Enterprise, Unlimited] Partner Relationship Management",41,70,2.00%,16.00%,30.00%,47.00%,,>47.00%
"[Enterprise, Unlimited] Partner Relationship Management",71,100,9.00%,23.00%,34.00%,53.00%,,>53.00%
"[Enterprise, Unlimited] Partner Relationship Management",101,200,16.00%,32.00%,40.00%,55.00%,,>55.00%
"[Enterprise, Unlimited] Partner Relationship Management",201,400,26.00%,37.00%,47.00%,63.00%,,>63.00%
"[Enterprise, Unlimited] Partner Relationship Management",401,700,35.00%,45.00%,54.00%,68.00%,,>68.00%
"[Enterprise, Unlimited] Partner Relationship Management",701,1000,43.00%,52.00%,64.00%,78.00%,,>78.00%
"[Enterprise, Unlimited] Partner Relationship Management",1001,1500,49.00%,62.00%,70.00%,82.00%,,>82.00%
"[Enterprise, Unlimited] Partner Relationship Management",1501,2000,56.00%,66.00%,73.00%,85.00%,,>85.00%
"[Enterprise, Unlimited] Partner Relationship Management",2001,3000,62.00%,69.00%,76.00%,86.00%,,>86.00%
"[Enterprise, Unlimited] Partner Relationship Management",3001,4000,65.00%,73.00%,78.00%,87.00%,,>87.00%
"[Enterprise, Unlimited] Partner Relationship Management",4001,5000,67.00%,75.00%,80.00%,88.00%,,>88.00%
"[Enterprise, Unlimited] Partner Relationship Management",5001,10000,70.00%,78.00%,82.00%,89.00%,,>89.00%
"[Enterprise, Unlimited] Partner Relationship Management",10001,15000,73.00%,81.00%,85.00%,90.00%,,>90.00%
"[Enterprise, Unlimited] Partner Relationship Management",15001,20000,75.00%,84.00%,87.00%,91.00%,,>91.00%
"[Enterprise, Unlimited] Partner Relationship Management",20001,40000,76.00%,85.00%,89.00%,92.00%,95.00%,>95.00%
"[Enterprise, Unlimited] Partner Relationship Management",40001,70000,77.00%,86.00%,90.00%,95.00%,96.00%,>96.00%
"[Enterprise, Unlimited] Partner Relationship Management",70001,100000,78.00%,87.00%,91.00%,95.00%,96.00%,>96.00%
"[Enterprise, Unlimited] Partner Relationship Management",100001,200000,79.00%,88.00%,92.00%,95.00%,96.00%,>96.00%
"[Enterprise, Unlimited] Partner Relationship Management",200001,500000,80.00%,89.00%,93.00%,95.00%,97.00%,>97.00%
"[Enterprise, Unlimited] Partner Relationship Management",500001,999999999,81.00%,90.00%,95.00%,97.00%,98.00%,>98.00%
"[Enterprise, Unlimited] Einstein Conversation Insights",1,99,50.00%,65.00%,80.00%,>80.00%,,
"[Enterprise, Unlimited] Einstein Conversation Insights",100,199,55.00%,70.00%,85.00%,>85.00%,,
"[Enterprise, Unlimited] Einstein Conversation Insights",200,999,60.00%,75.00%,90.00%,>90.00%,,
"[Enterprise, Unlimited] Einstein Conversation Insights",1000,4999,65.00%,77.00%,93.00%,>93.00%,,
"[Enterprise, Unlimited] Einstein Conversation Insights",5000,9999,70.00%,81.00%,94.00%,96.00%,,>96.00%
"[Enterprise, Unlimited] Einstein Conversation Insights - 1 Additional Hour",1,999999999,5.00%,10.00%,25.00%,35.00%,,>35.00%
"[Professional, Enterprise, Unlimited] Sales Engagement",1,9,12.00%,19.00%,30.00%,39.00%,51.00%,>51.00%
"[Professional, Enterprise, Unlimited] Sales Engagement",10,24,13.00%,21.00%,33.00%,43.00%,51.00%,>51.00%
"[Professional, Enterprise, Unlimited] Sales Engagement",25,49,16.00%,21.00%,33.00%,43.00%,51.00%,>51.00%
"[Professional, Enterprise, Unlimited] Sales Engagement",50,99,17.00%,21.00%,34.00%,45.00%,52.00%,>52.00%
"[Professional, Enterprise, Unlimited] Sales Engagement",100,199,19.00%,26.00%,38.00%,50.00%,54.00%,>54.00%
"[Professional, Enterprise, Unlimited] Sales Engagement",200,499,20.00%,33.00%,44.00%,52.00%,56.00%,>56.00%
"[Professional, Enterprise, Unlimited] Sales Engagement",500,999,20.00%,36.00%,48.00%,57.00%,62.00%,>62.00%
"[Professional, Enterprise, Unlimited] Sales Engagement",1000,1999,22.00%,38.00%,50.00%,60.00%,65.00%,>65.00%
"[Professional, Enterprise, Unlimited] Sales Engagement",2000,999999999,22.00%,41.00%,50.00%,60.00%,65.00%,>65.00%
"[Enterprise, Unlimited] Life Sciences Cloud - Customer Engagement Add-on",1,9,19.00%,23.00%,27.00%,31.00%,35.00%,>35.00%
"[Enterprise, Unlimited] Life Sciences Cloud - Customer Engagement Add-on",10,24,23.00%,27.00%,31.00%,35.00%,39.00%,>39.00%
"[Enterprise, Unlimited] Life Sciences Cloud - Customer Engagement Add-on",25,49,27.00%,31.00%,35.00%,39.00%,43.00%,>43.00%
"[Enterprise, Unlimited] Life Sciences Cloud - Customer Engagement Add-on",50,99,31.00%,35.00%,39.00%,43.00%,47.00%,>47.00%
"[Enterprise, Unlimited] Life Sciences Cloud - Customer Engagement Add-on",100,199,35.00%,39.00%,43.00%,47.00%,51.00%,>51.00%
"[Enterprise, Unlimited] Life Sciences Cloud - Customer Engagement Add-on",200,499,39.00%,43.00%,47.00%,51.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Life Sciences Cloud - Customer Engagement Add-on",500,999,43.00%,47.00%,51.00%,55.00%,59.00%,>59.00%
"[Enterprise, Unlimited] Life Sciences Cloud - Customer Engagement Add-on",1000,1999,47.00%,51.00%,55.00%,59.00%,63.00%,>63.00%
"[Enterprise, Unlimited] Life Sciences Cloud - Customer Engagement Add-on",2000,2999,51.00%,55.00%,59.00%,63.00%,67.00%,>67.00%
"[Enterprise, Unlimited] Life Sciences Cloud - Customer Engagement Add-on",3000,4999,55.00%,59.00%,63.00%,67.00%,71.00%,>71.00%
"[Enterprise, Unlimited] Life Sciences Cloud - Customer Engagement Add-on",5000,7499,59.00%,63.00%,67.00%,71.00%,75.00%,>75.00%
"[Enterprise, Unlimited] Life Sciences Cloud - Customer Engagement Add-on",7500,999999999,63.00%,67.00%,71.00%,75.00%,80.00%,>80.00%
[Professional] Salesforce Pro Suite,1,9,20.00%,23.00%,27.00%,31.00%,,>31.00%
[Professional] Salesforce Pro Suite,10,19,20.00%,23.00%,27.00%,31.00%,,>31.00%
[Professional] Salesforce Pro Suite,20,29,20.00%,23.00%,28.00%,32.00%,,>32.00%
[Professional] Salesforce Pro Suite,30,39,20.00%,23.00%,30.00%,34.00%,,>34.00%
[Professional] Salesforce Pro Suite,40,49,20.00%,23.00%,31.00%,35.00%,,>35.00%
[Professional] Salesforce Pro Suite,50,99,20.00%,25.00%,26.00%,32.00%,36.00%,>36.00%
[Professional] Salesforce Pro Suite,100,999999999,20.00%,25.00%,27.00%,33.00%,37.00%,>37.00%
"[Enterprise, Unlimited] Sales Performance Management",1,9,21.00%,30.00%,39.00%,46.00%,49.00%,>49.00%
"[Enterprise, Unlimited] Sales Performance Management",10,24,21.00%,32.00%,41.00%,48.00%,53.00%,>53.00%
"[Enterprise, Unlimited] Sales Performance Management",25,49,23.00%,33.00%,42.00%,50.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Sales Performance Management",50,99,23.00%,34.00%,43.00%,51.00%,56.00%,>56.00%
"[Enterprise, Unlimited] Sales Performance Management",100,199,25.00%,36.00%,45.00%,52.00%,57.00%,>57.00%
"[Enterprise, Unlimited] Sales Performance Management",200,499,25.00%,40.00%,49.00%,55.00%,59.00%,>59.00%
"[Enterprise, Unlimited] Sales Performance Management",500,999,25.00%,41.00%,53.00%,59.00%,63.00%,>63.00%
"[Enterprise, Unlimited] Sales Performance Management",1000,1999,26.00%,43.00%,55.00%,62.00%,65.00%,>65.00%
"[Enterprise, Unlimited] Sales Performance Management",2000,999999999,26.00%,45.00%,56.00%,68.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Sales Planning",1,199,15.00%,28.00%,40.00%,45.00%,48.00%,>48.00%
"[Enterprise, Unlimited] Sales Planning",200,499,16.00%,35.00%,46.00%,55.00%,59.00%,>59.00%
"[Enterprise, Unlimited] Sales Planning",500,999,16.00%,36.00%,49.00%,58.00%,63.00%,>63.00%
"[Enterprise, Unlimited] Sales Planning",1000,1999,18.00%,38.00%,51.00%,64.00%,66.00%,>66.00%
"[Enterprise, Unlimited] Sales Planning",2000,999999999,18.00%,38.00%,53.00%,64.00%,71.00%,>71.00%
"[Professional, Enterprise, Unlimited] Salesforce Maps: Advanced",1,9,5.00%,8.00%,20.00%,30.00%,36.00%,>36.00%
"[Professional, Enterprise, Unlimited] Salesforce Maps: Advanced",10,24,5.00%,10.00%,23.00%,34.00%,43.00%,>43.00%
"[Professional, Enterprise, Unlimited] Salesforce Maps: Advanced",25,49,5.00%,12.00%,25.00%,36.00%,45.00%,>45.00%
"[Professional, Enterprise, Unlimited] Salesforce Maps: Advanced",50,99,7.00%,13.00%,27.00%,40.00%,47.00%,>47.00%
"[Professional, Enterprise, Unlimited] Salesforce Maps: Advanced",100,199,7.00%,19.00%,32.00%,45.00%,49.00%,>49.00%
"[Professional, Enterprise, Unlimited] Salesforce Maps: Advanced",200,499,7.00%,26.00%,38.00%,47.00%,52.00%,>52.00%
"[Professional, Enterprise, Unlimited] Salesforce Maps: Advanced",500,999,7.00%,27.00%,41.00%,51.00%,56.00%,>56.00%
"[Professional, Enterprise, Unlimited] Salesforce Maps: Advanced",1000,1999,9.00%,30.00%,43.00%,57.00%,59.00%,>59.00%
"[Professional, Enterprise, Unlimited] Salesforce Maps: Advanced",2000,999999999,9.00%,30.00%,45.00%,57.00%,64.00%,>64.00%
"[Professional, Enterprise, Unlimited] Salesforce Maps for Community Members",1,499,41.00%,43.00%,44.00%,48.00%,,>48.00%
"[Professional, Enterprise, Unlimited] Salesforce Maps for Community Members",500,999,24.00%,43.00%,44.00%,47.00%,48.00%,>48.00%
"[Professional, Enterprise, Unlimited] Salesforce Maps for Community Members",1000,1999,28.00%,44.00%,47.00%,48.00%,52.00%,>52.00%
"[Professional, Enterprise, Unlimited] Salesforce Maps for Community Members",2000,4999,32.00%,46.00%,48.00%,50.00%,55.00%,>55.00%
"[Professional, Enterprise, Unlimited] Salesforce Maps for Community Members",5000,999999999,36.00%,47.00%,50.00%,52.00%,59.00%,>59.00%
"[Essentials, Professional, Enterprise, Unlimited] Salesforce Spiff - Additional Connector",1,999999999,0.00%,5.00%,10.00%,20.00%,30.00%,>30.00%
"[Enterprise, Unlimited] Channel Revenue Management - User Add-On",1,9,10.00%,15.00%,20.00%,30.00%,40.00%,>40.00%
"[Enterprise, Unlimited] Channel Revenue Management - User Add-On",10,49,15.00%,20.00%,25.00%,35.00%,45.00%,>45.00%
"[Enterprise, Unlimited] Channel Revenue Management - User Add-On",50,99,20.00%,27.00%,35.00%,40.00%,48.00%,>48.00%
"[Enterprise, Unlimited] Channel Revenue Management - User Add-On",100,199,25.00%,35.00%,40.00%,45.00%,53.00%,>53.00%
"[Enterprise, Unlimited] Channel Revenue Management - User Add-On",200,499,30.00%,40.00%,45.00%,50.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Channel Revenue Management - User Add-On",500,999,35.00%,45.00%,50.00%,55.00%,60.00%,>60.00%
"[Enterprise, Unlimited] Channel Revenue Management - User Add-On",1000,9999,40.00%,50.00%,60.00%,70.00%,75.00%,>75.00%
"[Enterprise, Unlimited] Channel Revenue Management - User Add-On",10000,999999999,43.00%,53.00%,63.00%,73.00%,78.00%,>78.00%
"[Enterprise, Unlimited] Channel Revenue Management Payout - Add-On (100k Payouts)",1,9,10.00%,15.00%,25.00%,40.00%,55.00%,>55.00%
"[Enterprise, Unlimited] Channel Revenue Management Payout - Add-On (100k Payouts)",11,49,15.00%,20.00%,33.00%,45.00%,58.00%,>58.00%
"[Enterprise, Unlimited] Channel Revenue Management Payout - Add-On (100k Payouts)",50,99,20.00%,25.00%,35.00%,48.00%,63.00%,>63.00%
"[Enterprise, Unlimited] Channel Revenue Management Payout - Add-On (100k Payouts)",100,199,25.00%,30.00%,38.00%,53.00%,65.00%,>65.00%
"[Enterprise, Unlimited] Channel Revenue Management Payout - Add-On (100k Payouts)",200,499,28.00%,33.00%,43.00%,55.00%,68.00%,>68.00%
"[Enterprise, Unlimited] Channel Revenue Management Payout - Add-On (100k Payouts)",500,999,30.00%,35.00%,45.00%,58.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Channel Revenue Management Payout - Add-On (100k Payouts)",1000,2499,33.00%,38.00%,48.00%,61.00%,73.00%,>73.00%
"[Enterprise, Unlimited] Channel Revenue Management Payout - Add-On (100k Payouts)",2500,4999,35.00%,40.00%,50.00%,63.00%,75.00%,>75.00%
"[Enterprise, Unlimited] Channel Revenue Management Payout - Add-On (100k Payouts)",5000,9999,40.00%,45.00%,55.00%,65.00%,78.00%,>78.00%
"[Enterprise, Unlimited] Channel Revenue Management Payout - Add-On (100k Payouts)",10000,999999999,45.00%,50.00%,60.00%,70.00%,80.00%,>80.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",1,10,31.00%,34.00%,41.00%,51.00%,,>51.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",11,20,32.00%,35.00%,44.00%,55.00%,,>55.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",21,40,35.00%,37.00%,48.00%,58.00%,,>58.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",41,70,40.00%,44.00%,55.00%,58.00%,,>58.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",71,100,41.00%,50.00%,57.00%,60.00%,,>60.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",101,200,44.00%,52.00%,57.00%,60.00%,,>60.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",201,300,48.00%,52.00%,57.00%,61.00%,,>61.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",301,500,48.00%,55.00%,58.00%,64.00%,,>64.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",501,700,51.00%,55.00%,61.00%,66.00%,,>66.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",701,1000,55.00%,60.00%,65.00%,69.00%,,>69.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",1001,1500,55.00%,63.00%,69.00%,73.00%,,>73.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",1501,2000,62.00%,69.00%,73.00%,76.00%,,>76.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",2001,2500,62.00%,70.00%,76.00%,78.00%,,>78.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",2501,3000,65.00%,71.00%,76.00%,78.00%,,>78.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",3001,3500,68.00%,72.00%,76.00%,80.00%,,>80.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",3501,4000,71.00%,73.00%,76.00%,81.00%,,>81.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",4001,5000,72.00%,76.00%,79.00%,83.00%,,>83.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",5001,10000,76.00%,79.00%,85.00%,88.00%,,>88.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",10001,15000,79.00%,83.00%,87.00%,91.00%,,>91.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",15001,20000,83.00%,86.00%,90.00%,92.00%,,>92.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",20001,30000,86.00%,88.00%,90.00%,93.00%,,>93.00%
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",30001,40000,90.00%,92.00%,93.30%,>93.30%,,
"[Enterprise, Unlimited] External Apps for Health Cloud - Members",40001,999999999,90.00%,92.00%,93.00%,94.60%,,>94.60%
"[Enterprise, Unlimited] Lightning Platform Expansion for Community Cloud",1,999999999,15.00%,20.00%,25.00%,35.00%,45.00%,>45.00%
"[Enterprise, Unlimited] Loyalty and Referral Credits - Base",1,5,0.00%,5.00%,10.00%,20.00%,30.00%,>30.00%
"[Enterprise, Unlimited] Loyalty and Referral Credits - Base",6,10,5.00%,10.00%,15.00%,30.00%,40.00%,>40.00%
"[Enterprise, Unlimited] Loyalty and Referral Credits - Base",21,50,10.00%,20.00%,40.00%,50.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Loyalty and Referral Credits - Base",51,999999,20.00%,50.00%,60.00%,70.00%,80.00%,>80.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",1,10,1.00%,2.00%,6.00%,15.00%,30.00%,>30.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",11,20,2.00%,3.00%,7.00%,20.00%,35.00%,>35.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",21,40,4.00%,7.00%,11.00%,25.00%,40.00%,>40.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",41,70,8.00%,14.00%,20.00%,35.00%,40.00%,>40.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",71,100,10.00%,15.00%,28.00%,38.00%,43.00%,>43.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",101,200,13.00%,20.00%,32.00%,38.00%,43.00%,>43.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",201,300,15.00%,25.00%,32.00%,39.00%,44.00%,>44.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",301,500,15.00%,25.00%,36.00%,40.00%,49.00%,>49.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",501,700,20.00%,30.00%,36.00%,44.00%,51.00%,>51.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",701,1000,20.00%,35.00%,43.00%,51.00%,56.00%,>56.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",1001,1500,20.00%,45.00%,47.00%,56.00%,62.00%,>62.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",1501,2000,20.00%,45.00%,50.00%,60.00%,65.00%,>65.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",2001,2500,20.00%,45.00%,50.00%,60.00%,66.00%,>66.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",2501,3000,20.00%,50.00%,55.00%,63.00%,67.00%,>67.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",3001,3500,20.00%,54.00%,60.00%,64.00%,68.00%,>68.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",3501,4000,20.00%,58.00%,61.00%,66.00%,69.00%,>69.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",4001,5000,20.00%,60.00%,65.00%,68.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",5001,10000,20.00%,65.00%,67.00%,69.00%,71.00%,>71.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",10001,15000,30.00%,70.00%,71.00%,72.00%,72.00%,>72.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",15001,20000,30.00%,70.00%,71.00%,72.00%,73.00%,>73.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",20001,30000,30.00%,70.00%,71.00%,72.00%,74.00%,>74.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",30001,40000,30.00%,70.00%,71.00%,72.00%,75.00%,>75.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Logins",40001,50000,30.00%,70.00%,71.00%,72.00%,76.00%,>76.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",1,10,1.00%,2.00%,6.00%,15.00%,30.00%,>30.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",11,20,2.00%,3.00%,7.00%,20.00%,35.00%,>35.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",21,40,4.00%,7.00%,11.00%,25.00%,49.00%,>49.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",41,70,8.00%,14.00%,20.00%,35.00%,40.00%,>40.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",71,100,10.00%,15.00%,28.00%,38.00%,43.00%,>43.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",101,200,13.00%,20.00%,32.00%,38.00%,43.00%,>43.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",201,300,15.00%,25.00%,32.00%,39.00%,44.00%,>44.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",301,500,15.00%,25.00%,36.00%,40.00%,49.00%,>49.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",501,700,20.00%,30.00%,36.00%,44.00%,51.00%,>51.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",701,1000,20.00%,35.00%,43.00%,51.00%,56.00%,>56.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",1001,1500,20.00%,35.00%,47.00%,56.00%,62.00%,>62.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",1501,2000,20.00%,45.00%,50.00%,60.00%,65.00%,>65.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",2001,2500,20.00%,45.00%,50.00%,60.00%,66.00%,>66.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",2501,3000,20.00%,50.00%,55.00%,63.00%,67.00%,>67.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",3001,3500,20.00%,54.00%,60.00%,64.00%,68.00%,>68.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",3501,4000,20.00%,58.00%,61.00%,66.00%,69.00%,>69.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",4001,5000,20.00%,60.00%,65.00%,68.00%,70.00%,>70.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",5001,10000,20.00%,65.00%,67.00%,69.00%,71.00%,>71.00%
"[Enterprise, Unlimited] Partner Ecosystem Management - Members",10001,15000,30.00%,70.00%,71.00%,72.00%,72.00%,>72.00%
